Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;CFOP;ORIGEM;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
7898970341468;Produto;Hidratante Pêssego + Manteiga de Karitê Porán 145g;7,5;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;0;Porán;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Pêssego + Manteiga de Karitê Porán 145g;0;10;0;0;0;0;;;;
7898947481449;Produto;Deo Colônia Desodorante Alegria Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;2;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Alegria Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481456;Produto;Deo Colônia Desodorante Felicidade Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;4;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Felicidade Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481463;Produto;Deo Colônia Desodorante Carinho Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;2;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Carinho Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481487;Produto;Deo Colônia Desodorante Diversão Regatinha 200ml;7,01;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;5;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Diversão Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481494;Produto;Deo Colônia Desodorante Emoção Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;0;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Emoção Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481760;Produto;Banhos de Lavanda Atlanta Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;3;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Atlanta Regata 500ml;0;18;0;0;0;0;;;;
7898947481777;Produto;Banhos de Lavanda Talco Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;1;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Talco Regata 500ml;0;18;0;0;0;0;;;;
7898947481784;Produto;Banhos de Lavanda Vanilla Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;1;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Vanilla Regata 500ml;0;18;0;0;0;0;;;;
7898947481791;Produto;Banhos de Lavanda Lavanda Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;1;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Lavanda Regata 500ml;0;18;0;0;0;0;;;;
7898947481807;Produto;Banhos de Lavanda Pétalas Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;1;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Pétalas Regata 500ml;0;18;0;0;0;0;;;;
7898947481814;Produto;Banhos de Lavanda Alfazema Regata 500ml;10,1;18;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;2;Regata;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Banhos de Lavanda Alfazema Regata 500ml;0;18;0;0;0;0;;;;
7898936049674;Produto;Hidratante Rosa Mosqueta Apiderm 190g;5,9;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;4;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Rosa Mosqueta Apiderm 190g;0;10;0;0;0;0;;;;
7898936049681;Produto;Hidratante Orquídea Apiderm 190g;5,95;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;0;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Orquídea Apiderm 190g;0;10;0;0;0;0;;;;
7898936049216;Produto;Hidratante Morango do Nordeste Apiderm 190g;5,89;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;11;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Morango do Nordeste Apiderm 190g;0;10;0;0;0;0;;;;
7898936049223;Produto;Hidratante Rosê Maria Apiderm 190g;5,9;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;7;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Rosê Maria Apiderm 190g;0;10;0;0;0;0;;;;
7898936049230;Produto;Hidratante Ameixa Apiderm 190g;6,45;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;8;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Ameixa Apiderm 190g;0;10;0;0;0;0;;;;
7898936049353;Produto;Pomada Preta Premium Apinil 240g;2,6;6;0;0;Unidade;Sim;Variedade;Pomada;Sim;1;5;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Variedade;Pomada;Pomada Preta Premium Apinil 240g;0;6;0;0;0;0;;;;
7898741950905;Produto;Esfoliante Corporal e Facial Pitaya Apinil 190g;7;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;3;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal e Facial Pitaya Apinil 190g;0;10;0;0;0;0;;;;
7898741950912;Produto;Esfoliante Corporal e Facial Babbaloko Tutti-Fruitt Apiderm 190g;6,73;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;-1;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal e Facial Babbaloko Tutti-Fruitt Apiderm 190g;0;10;0;0;0;0;;;;
7898741950936;Produto;Hidratante Babbaloko Tutti-Fruitt Apiderm 190g;5,91;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;17;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Babbaloko Tutti-Fruitt Apiderm 190g;0;10;0;0;0;0;;;;
7898715810662;Produto;Iluminador Pó de Fada Vivai;5;10;0;0;Unidade;Sim;Maquiagem;Iluminador;Sim;1;1;Vivai;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Iluminador;Iluminador Pó de Fada Vivai;0;10;0;0;0;0;;;;
7898671425313;Produto;Base Líquida Melu MC51 Ruby Rose 25g;6;5;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Melu MC51 Ruby Rose 25g;0;5;0;0;0;0;;;;
7898671425320;Produto;Base Líquida Melu MC52 Ruby Rose 25g;10;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Melu MC52 Ruby Rose 25g;0;16;0;0;0;0;;;;
7898671425337;Produto;Base Líquida Melu MC53 Ruby Rose 25g;10;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Melu MC53 Ruby Rose 25g;0;16;0;0;0;0;;;;
7898741950042;Produto;Perfume de Calcinha Tutti-Fruitt Apinil 40ml;4,45;10;0;0;Unidade;Sim;Corpo;Perfume de Calcinha;Sim;1;1;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Perfume de Calcinha;Perfume de Calcinha Tutti-Fruitt Apinil 40ml;0;10;0;0;0;0;;;;
7898741950080;Produto;Hidratante Cereja & Avelã Apiderm 190g;5,9;10;0;0;Unidade;Sim;Corpo;Hidratante;Sim;1;8;Apiderm;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Hidratante;Hidratante Cereja & Avelã Apiderm 190g;0;10;0;0;0;0;;;;
7898741950202;Produto;Perfume de Calcinha Algodão Doce Apinil 40ml;4,45;10;0;0;Unidade;Sim;Corpo;Perfume de Calcinha;Sim;1;2;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Perfume de Calcinha;Perfume de Calcinha Algodão Doce Apinil 40ml;0;10;0;0;0;0;;;;
7898741950226;Produto;Perfume de Calcinha Maçã do Amor Apinil 40ml;4,45;10;0;0;Unidade;Sim;Corpo;Perfume de Calcinha;Sim;1;3;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Perfume de Calcinha;Perfume de Calcinha Maçã do Amor Apinil 40ml;0;10;0;0;0;0;;;;
7898741950233;Produto;Perfume de Calcinha Melancia Apinil 40ml;4,85;10;0;0;Unidade;Sim;Corpo;Perfume de Calcinha;Sim;1;1;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Perfume de Calcinha;Perfume de Calcinha Melancia Apinil 40ml;0;10;0;0;0;0;;;;
7898741950257;Produto;Perfume de Calcinha Morango com Champagne Apinil 40ml;4,82;10;0;0;Unidade;Sim;Corpo;Perfume de Calcinha;Sim;1;1;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Perfume de Calcinha;Perfume de Calcinha Morango com Champagne Apinil 40ml;0;10;0;0;0;0;;;;
7898715813441;Produto;Bastão Antioleosidade Pedra Vulcânica Vulcan Vivai 7g;6;10;0;0;Unidade;Sim;Maquiagem;Bastão;Sim;1;13;Vivai;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Bastão;Bastão Antioleosidade Pedra Vulcânica Vulcan Vivai 7g;0;10;0;0;0;0;;;;
7899695623693;Produto;Blindagem Power Briá 15ml;6,75;10;0;0;Unidade;Sim;Maquiagem;Blindagem;Sim;1;0;Briá;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Blindagem;Blindagem Power Briá 15ml;0;10;0;0;0;0;;;;
7898947481432;Produto;Deo Colônia Desodorante Harmonia Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;1;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Harmonia Regatinha 200ml;0;10;0;0;0;0;;;;
7898947481425;Produto;Deo Colônia Desodorante Ternura Regatinha 200ml;7,1;10;0;0;Unidade;Sim;Corpo;Colônia;Sim;1;2;Regatinha;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Colônia;Deo Colônia Desodorante Ternura Regatinha 200ml;0;10;0;0;0;0;;;;
7898488141338;Produto;Base Líquida Matte Uni Makeup 30ml;6,98;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;5;Uni;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte Uni Makeup 30ml;0;10;0;0;0;0;;;;
7899695623518;Produto;Base Fluida 05 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 05 Dapop 30ml;0;18;0;0;0;0;;;;
7899695623532;Produto;Base Fluida 07 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 07 Dapop 30ml;0;18;0;0;0;0;;;;
7899695623549;Produto;Base Fluida 08 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 08 Dapop 30ml;0;18;0;0;0;0;;;;
7898449400948;Produto;Esfoliante Corporal Rosa Mosqueta Phállebeauty 280g;6,2;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;10;Phállebeauty;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal Rosa Mosqueta Phállebeauty 280g;0;10;0;0;0;0;;;;
7898449403932;Produto;Esfoliante Corporal Carvão Ativado Phállebeauty 280g;6,2;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;0;Phállebeauty;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal Carvão Ativado Phállebeauty 280g;0;10;0;0;0;0;;;;
6972857378875;Produto;Iluminador Pó de Fada Hudabeauty;6;10;0;0;Unidade;Sim;Maquiagem;Iluminador;Sim;1;1;Hudabeauty;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Iluminador;Iluminador Pó de Fada Hudabeauty;0;10;0;0;0;0;;;;
7899360260871;Produto;Base Facial Better Skin Pink 21;6,2;10;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Pink 21 Cosmetics;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Fluida;Base Facial Better Skin Pink 21;0;10;0;0;0;0;;;;
0040141232076;Produto;Esfoliante Corporal Maracujá + Camomila Lovely Face Beautiful 280g;6,11;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;8;Face Beautiful;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;ESFOLIANTE CORPORAL MARACUJÁ + CAMOMILA LOVELY FACE BEAUTIFUL 280G;0;10;0;0;0;0;;;;
040141232090;Produto;Esfoliante Corporal Morango + Colágeno Lovely Face Beautiful 280g;7;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;0;Face Beautiful;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;ESFOLIANTE CORPORAL MORANGO + COLÁGENO LOVELY FACE BEAUTIFUL 280G;0;10;0;0;0;0;;;;
040141232106;Produto;Esfoliante Corporal Pitaya + Rosa Mosqueta Lovely Face Beautiful 280g;7;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;4;Face Beautiful;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal Pitaya + Rosa Mosqueta Lovely Face Beautiful 280g;0;10;0;0;0;0;;;;
070341350829;Produto;Contorno em Bastão Sarah's Beauty 23g;11,2;17;0;0;Unidade;Sim;Maquiagem;Contorno;Sim;1;0;Sarah´s Beauty;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Contorno;Contorno em Bastão Sarah's Beauty 23g;0;17;0;0;0;0;;;;
7898968202429;Produto;Água Micelar Carvão Ativado Lady Beauty 310ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;0;Lady Beauty;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Carvão Ativado Lady Beauty 310ml;0;10;0;0;0;0;;;;
0722713013008;Produto;Água Micelar Toque das Nuvens Soul 250ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;0;Soul;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Toque das Nuvens Soul 250ml;0;10;0;0;0;0;;;;
6921497160692;Produto;Iluminador e Contorno Matte Belle Angel;5;10;0;0;Unidade;Sim;Maquiagem;Iluminador;Sim;1;1;Belle Angel;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Iluminador;Iluminador e Contorno Matte Belle Angel;0;10;0;0;0;0;;;;
6921497172732;Produto;Base Líquida Matte 01 Belle Angel 30ml;6,6;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;5;Belle Angel;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte 01 Belle Angel 30ml;0;16;0;0;0;0;;;;
6921497172992;Produto;Base Líquida Matte 03 Belle Angel 30ml;6,6;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;13;Belle Angel;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte 03 Belle Angel 30ml;0;16;0;0;0;0;;;;
2000000000265;Produto;Base Líquida Matte Febella 35ml 6799205041119;6;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;8;Febella;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte Febella 35ml 6799205041119;0;10;0;0;0;0;;;;
7890015438164;Produto;Pomada Micosan Baruc 50g;2,21;5;0;0;Unidade;Sim;Variedade;Pomada;Sim;1;6;Baruc;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Variedade;Pomada;Pomada Micosan Baruc 50g;0;5;0;0;0;0;;;;
7897169203426;Produto;Espátula Plástica para Creme Santa Clara;0,89;2,5;0;0;Unidade;Sim;Variedade;Variedade;Sim;1;8;Santa Clara;;;;;Mercadoria para Revenda;39249000;5102;0;2001500;;;;;Espátula Plástica para Creme Santa Clara;0;2,5;0;0;0;0;;;;
7890271430384;Produto;Faixa para Maquiagem;4,25;10;0;0;Unidade;Sim;Corpo;Toalha;Sim;1;4;Importado;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Toalha;Faixa para Maquiagem;0;10;0;0;0;0;;;;
7899956868887;Produto;Base Natural Finish Nude Lyrics 20ml;6,5;10;0;0;Unidade;Sim;Maquiagem;Base;Sim;1;3;Lyrics;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base;Base Natural Finish Nude Lyrics 20ml;0;10;0;0;0;0;;;;
7898721160829;Produto;Água Micelar 3 x 1 Isis 300ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;1;Isis Rezende Make-Up;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar 3 x 1 Isis 300ml;0;10;0;0;0;0;;;;
7898721160768;Produto;Água Micelar Rosa Mosqueta Isis 300ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;0;Isis Rezende Make-Up;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Rosa Mosqueta Isis 300ml;0;10;0;0;0;0;;;;
7898721160775;Produto;Água Micelar Vitamina C Isis 300ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;0;Isis Rezende Make-Up;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Vitamina C Isis 300ml;0;10;0;0;0;0;;;;
7898562353671;Produto;Base Líquida Multi-D Cor 04 Miamake 30g;6,6;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;3;Miamake;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Multi-D Cor 04 Miamake 30g;0;10;0;0;0;0;;;;
7898562353718;Produto;Base Líquida Multi-D Cor 06 Miamake 30g;6,6;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;1;Miamake;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Multi-D Cor 06 Miamake 30g;0;10;0;0;0;0;;;;
7908417503615;Produto;Gel Facial de Limpeza Carvão Ativado Luk 100ml;4,91;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;3;Luk;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Gel Facial de Limpeza Carvão Ativado Luk 100ml;0;10;0;0;0;0;;;;
7898741950929;Produto;Esfoliante Corporal e Facial Morango Apinil 190g;6,99;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;5;Apinil Cosméticos;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal e Facial Morango Apinil 190g;0;10;0;0;0;0;;;;
7898715810976;Produto;Esfoliante Labial de Morango Fruit Scrub Vivai 15g;4,5;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;1;Vivai;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Labial de Morango Fruit Scrub Vivai 15g;0;10;0;0;0;0;;;;
6980202188086;Produto;Base Líquida Matte Lové Rain 30ml;5,66;10;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;6;Lové Rain;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte Lové Rain 30ml;0;10;0;0;0;0;;;;
7898721160836;Produto;Esfoliante Corporal Melancia 6 em 1 Isis Make-up 280g;5;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;1;Isis Rezende Make-Up;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal Melancia 6 em 1 Isis Make-up 280g;0;10;0;0;0;0;;;;
7896595574261;Produto;Base Fluida 01 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 01 Dapop 30ml;0;18;0;0;0;0;;;;
7896595574278;Produto;Base Fluida 02 Dapop 30ml;7,5;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;0;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 02 Dapop 30ml;0;18;0;0;0;0;;;;
7896595574285;Produto;Base Fluida 03 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;11;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 03 Dapop 30ml;0;18;0;0;0;0;;;;
7896595574292;Produto;Base Fluida 04 Dapop 30ml;10;18;0;0;Unidade;Sim;Maquiagem;Base Fluida;Sim;1;2;Dapop;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Fluida;Base Fluida 04 Dapop 30ml;0;18;0;0;0;0;;;;
7908714109251;Produto;Esfoliante Corporal Ameixa Ludurana 200ml;6;10;0;0;Unidade;Sim;Skincare;Esfoliante;Sim;1;1;Ludurana;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Skincare;Esfoliante;Esfoliante Corporal Ameixa Ludurana 200ml;0;10;0;0;0;0;;;;
7908644400435;Produto;Base Líquida Cor 06 SP Colors 30ml;9;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;SP Colors;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Cor 06 SP Colors 30ml;0;16;0;0;0;0;;;;
7908644400442;Produto;Base Líquida Cor 07 SP Colors 30ml;9;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;SP Colors;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Cor 07 SP Colors 30ml;0;16;0;0;0;0;;;;
7908644400466;Produto;Base Líquida Cor 09 SP Colors 30ml;9;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;SP Colors;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Líquida Cor 09 SP Colors 30ml;0;16;0;0;0;0;;;;
7908836300154;Produto;Água Micelar Melancia Lady Beauty 310ml;5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;1;Lady Beauty;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Melancia Lady Beauty 310ml;0;10;0;0;0;0;;;;
7908836300567;Produto;Água Micelar 5 em 1 Lady Beauty 310ml;5;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;3;Lady Beauty;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar 5 em 1 Lady Beauty 310ml;0;10;0;0;0;0;;;;
7909605003221;Produto;Água Micelar Inteligente Di Grezzo;2,99;10;0;0;Unidade;Sim;Maquiagem;Água Micelar;Sim;1;0;Di Grezzo;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Água Micelar;Água Micelar Inteligente Di Grezzo;0;10;0;0;0;0;;;;
7896609550304;Produto;Base Matte Alta Cobertura Cor 6 Payot 30ml;13,5;30;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;Payot;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Matte Alta Cobertura Cor 6 Payot 30ml;0;30;0;0;0;0;;;;
7896609550281;Produto;Base Matte Alta Cobertura Cor 4 Payot 30ml;13,5;30;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;1;Payot;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Matte Alta Cobertura Cor 4 Payot 30ml;0;30;0;0;0;0;;;;
7896609550274;Produto;Base Matte Alta Cobertura Cor 3 Payot 30ml;13,5;30;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;0;Payot;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Maquiagem;Base Líquida;Base Matte Alta Cobertura Cor 3 Payot 30ml;0;30;0;0;0;0;;;;
6921497172909;Produto;Base Líquida Matte Belle Angel 30ml;6,6;16;0;0;Unidade;Sim;Maquiagem;Base Líquida;Sim;1;1;Belle Angel;;;;;Mercadoria para Revenda;33049990;5102;2;2001500;;;Maquiagem;Base Líquida;Base Líquida Matte 05 Belle Angel 30ml;0;16;0;0;0;0;;;;
7900083001662;Produto;Desodorante Antitranspirante 72h Ruby Rose 150ml;8;14;0;0;Unidade;Sim;Corpo;Desodorante;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33049990;5102;0;2001500;;;Corpo;Desodorante;Desodorante Antitranspirante 72h Ruby Rose 150ml;0;14;0;0;0;0;;;;
