Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;NCM;CEST;Origem
7,89872E+12;Produto;Protetor Labial Ameixa 15 FPS Isis 3,5g;4.50;10.00;Unidade;Sim;Lábios;Protetor Labial;Sim;1.000;1.000;Isis Rezende Make-Up;33049910;2001400;0
7,90842E+12;Produto;Sabonete Primer Pré Make Isis Rezende Make-Up 100ml;4.00;10.00;Unidade;Sim;Corpo;Sabonete;Sim;1.000;1.000;Isis Rezende Make-Up;34013000;2003700;0
7,89872E+12;Produto;Sabonete Facial Carvão Ativado Isis 100ml;5.00;10.00;Unidade;Sim;Maquiagem;Sabonete Facial;Sim;1.000;1.000;Isis Rezende Make-Up;34013000;2003700;0
7,899E+12;Produto;Sabonete Facial Vitamina C Isis Rezende Make-Up 100ml;5.50;10.00;Unidade;Sim;Maquiagem;Sabonete Facial;Sim;1.000;2.000;Isis Rezende Make-Up;34013000;2003700;0
7,89872E+12;Produto;Sabonete Facial 3x1 Isis Rezende Make-Up 100ml;3.99;10.00;Unidade;Sim;Maquiagem;Sabonete Facial;Sim;1.000;0.000;Isis Rezende Make-Up;34013000;2003700;0
7,899E+12;Produto;Sabonete Facial Rosa Mosqueta Isis Rezende Make-Up 100ml;3.99;10.00;Unidade;Sim;Maquiagem;Sabonete Facial;Sim;1.000;2.000;Isis Rezende Make-Up;34013000;2003700;0
7,90835E+12;Produto;Sérum Facial Óleo de Rícino Isis Rezende Make-Up 30ml;5.00;10.00;Unidade;Sim;Skincare;Sérum;Sim;1.000;2.000;Isis Rezende Make-Up;33049910;2001400;0
7,90806E+12;Produto;Base Líquida Nude Nada Basic Cor 4 Jasmyne;6.00;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;1.000;Jasmyne;33049990;2001500;0
7,90806E+12;Produto;Base Líquida Nude Nada Basic Cor 5 Jasmyne;6.00;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;4.000;Jasmyne;33049990;2001500;0
7,90806E+12;Produto;Base Líquida Nude Nada Básic Cor 2 Jasmyne 30ml;6.50;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;0.000;Jasmyne;33049990;2001500;0
7,90806E+12;Produto;Base Líquida Nude Nada Básic Cor 3 Jasmyne 30ml;6.50;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;0.000;Jasmyne;33049990;2001500;0
7,90806E+12;Produto;Base Líquida Nude Nada Básic Cor 6 Jasmyne 30ml;6.50;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;3.000;Jasmyne;33049990;2001500;0
7,90806E+12;Produto;Blush Natural Jasmyne 6g;5.79;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;0.000;Jasmyne;33049100;2001300;0
7,90806E+12;Produto;Delineador Pretinho Básico Jasmyne;2.90;5.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;4.000;Jasmyne;33042010;2001000;0
7,90806E+12;Produto;Lápis para Contorno Labial com Apontador 2 em 1 Jasmyne;1.90;5.00;Unidade;Sim;Maquiagem;Lápis;Sim;1.000;1.000;Jasmyne;33041000;2000900;0
7,90806E+12;Produto;Paleta de Sombra Beauty Look Jasmyne;8.00;20.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Jasmyne;33049100;2001300;0
7,90806E+12;Produto;Paleta de Sombra Atrevida Jasmyne;8.00;17.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;1.000;Jasmyne;33049100;2001300;0
7,90806E+12;Produto;Paleta de Sombra Nude Nada Jasmyne;8.00;20.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;1.000;Jasmyne;33049100;2001300;0
6,7992E+12;Produto;Paleta de Sombra Unicorni Febella;8.00;18.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Jasmyne;33049100;2001300;2
7,90806E+12;Produto;Pó Compact Long Lasting Jasmyne 9g;5.00;5.00;Unidade;Sim;Maquiagem;Pó Compacto;Sim;1.000;1.000;Jasmyne;33049100;2001300;0
7,90806E+12;Produto;Primer Face & Fit Jasmyne 30ml;5.00;10.00;Unidade;Sim;Maquiagem;Primer;Sim;1.000;2.000;Jasmyne;33049910;2001400;0
6,97637E+12;Produto;Blush Labranche Jelly;6.90;15.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;0.000;Jelly;33049100;2001300;2
7,86597E+12;Produto;Esponja Cogumelo para Base;2.50;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;3.000;Jjony;96162000;2006200;0
8,88E+12;Produto;Kit para Skincare Meili Star;6.00;17.00;Unidade;Sim;Skincare;Kit;Sim;1.000;1.000;Jjony;33049910;2001400;0
6,90588E+12;Produto;Kit para Skincare Jjony;7.00;17.00;Unidade;Sim;Skincare;Kit;Sim;1.000;1.000;Jjony;33049910;2001400;0
6,92022E+12;Produto;Kit para Skincare Meiqilam;5.00;10.00;Unidade;Sim;Skincare;Máscara;Sim;1.000;0.000;Jjony;33049910;2001400;0
6,92022E+12;Produto;Kit para Skincare Meiqilam;6.00;10.00;Unidade;Sim;Skincare;Máscara;Sim;1.000;2.000;Jjony;33049910;2001400;0
6,97127E+12;Produto;Rolo Massageador Pedra Jade Preto;5.00;10.00;Unidade;Não;Skincare;Máscara;Sim;1.000;0.000;Jjony;90191000;2107700;2
2,01E+12;Produto;Rolo Massageador Pedra Jade 6972547652636;6.00;10.00;Unidade;Sim;Skincare;Máscara;Sim;1.000;5.000;Jjony;90191000;2107700;2
7,89921E+12;Produto;Shampoo Anticaspa Kosnattu´s 500ml;17.00;32.00;Unidade;Sim;Cabelo;Shampoo;Sim;1.000;1.000;Kosnattu´s;33051000;2001700;0
7,89895E+12;Produto;Body Splash Besati La´Post;14.85;15.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;0.000;La´Post;33072010;2002700;0
7,89895E+12;Produto;Body Splash Maracujá La´Post;14.85;15.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;3.000;La´Post;33072010;2002700;0
2E+12;Produto;Base Líquida Lebranche 30ml 6976374477509;7.00;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;11.000;Labranche;33049990;2001500;2
6,97637E+12;Produto;Batom com Glitter Labranche 8g;5.50;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;0.000;Labranche;33041000;2000900;0
2E+12;Produto;Corretivo Líquido Flawless Lebranhe 6976374471262;6.50;12.00;Unidade;Sim;Maquiagem;Corretivo Líquido;Sim;1.000;7.000;Labranche;33042090;2001100;2
2E+12;Produto;Lip Tint Sugar Labrache 6976374471569;1.00;5.00;Unidade;Sim;Maquiagem;Lip Tint;Sim;1.000;7.000;Labranche;33041000;2000900;2
7,89897E+12;Produto;Água Micelar Rosa Mosqueta Lady Beauty 310ml;5.00;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;1.000;Lady Beauty;33049990;2001500;0
7,89897E+12;Produto;Água Micelar Carvão Ativado Lady Beauty 310ml;5.50;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;0.000;Lady Beauty;33049990;2001500;0
7,89897E+12;Produto;Água Micelar Vitamina C Lady Beauty 310ml;5.00;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;3.000;Lady Beauty;33049990;2001500;0
7,89897E+12;Produto;Água Micelar Coco Lady Beauty 310ml;5.00;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;0.000;Lady Beauty;33049990;2001500;0
7,90884E+12;Produto;Água Micelar Melancia Lady Beauty 310ml;5.00;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;1.000;Lady Beauty;33049990;2001500;0
7,90884E+12;Produto;Água Micelar 5 em 1 Lady Beauty 310ml;5.00;10.00;Unidade;Sim;Maquiagem;Água Micelar;Sim;1.000;3.000;Lady Beauty;33049990;2001500;0
7,89897E+12;Produto;Blindagem Lady Beautiful 30ml;7.50;10.00;Unidade;Sim;Maquiagem;Blindagem;Sim;1.000;0.000;Lady Beauty;33049990;2001500;0
7,90884E+12;Produto;Body Splash Strawberry Lady Beauty 130ml;7.50;10.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;0.000;Lady Beauty;33072010;2002700;0
7,90884E+12;Produto;Body Splash Vanilla Lady Beauty 130ml;7.50;10.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;0.000;Lady Beauty;33072010;2002700;0
7,90884E+12;Produto;Body Splash Acqua Marine Lady Beauty 130ml;7.50;10.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;1.000;Lady Beauty;33072010;2002700;0
7,90884E+12;Produto;Body Splash Pure Seduction Lady Beauty 130ml;7.50;10.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;5.000;Lady Beauty;33072010;2002700;0
7,90884E+12;Produto;Body Splash Passion Fruit Lady Beauty 130ml;7.50;10.00;Unidade;Sim;Corpo;Body Splash;Sim;1.000;4.000;Lady Beauty;33072010;2002700;0
7,89897E+12;Produto;Bruma Glow Ouro Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Maquiagem;Bruma;Sim;1.000;0.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Bruma Matte Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Maquiagem;Bruma;Sim;1.000;4.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Bruma Pró-Aging Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Maquiagem;Bruma;Sim;1.000;0.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Bruma Glow Melancia Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Maquiagem;Bruma;Sim;1.000;1.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Bruma Rosa Mosqueta Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Maquiagem;Bruma;Sim;1.000;5.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Demaquilante Bifásico Lady Beauty 130ml;5.00;10.00;Unidade;Sim;Skincare;Demaquilante;Sim;1.000;15.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Lip Gloss Clear Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Celebration Glow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Pink Glow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Red Glow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;0.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Gold Glow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Brow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lady Beauty;33041000;2000900;0
7,89897E+12;Produto;Lip Gloss Snow Glow Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;0.000;Lady Beauty;33041000;2000900;0
7,90884E+12;Produto;Lip Gloss Red Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;3.000;Lady Beauty;33041000;2000900;0
7,90884E+12;Produto;Lip Gloss Clear Lady Beauty 5ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;4.000;Lady Beauty;33041000;2000900;0
7,90884E+12;Produto;Mousse de Limpeza Anti-Oliosidade Lady Beauty 150ml;7.56;10.00;Unidade;Sim;Skincare;Mousse;Sim;1.000;15.000;Lady Beauty;34011190;2003400;0
2E+12;Produto;Óleo Rosa Mosqueta Lady Beauty 30ml;5.00;10.00;Unidade;Sim;Maquiagem;Óleo;Sim;1.000;0.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Pó Banana Profissional Lady Beauty 15g;4.09;10.00;Unidade;Sim;Maquiagem;Pó;Sim;1.000;56.000;Lady Beauty;33049100;2001300;0
7,90884E+12;Produto;Pó de Tapioca Lady Beauty;4.50;10.00;Unidade;Sim;Maquiagem;Pó;Sim;1.000;9.000;Lady Beauty;33049100;2001300;2
7,89897E+12;Produto;Pó Translúcido Lady Beauty 15g;3.50;10.00;Unidade;Sim;Maquiagem;Pó Translúcido;Sim;1.000;21.000;Lady Beauty;33049100;2001300;0
7,89897E+12;Produto;Sérum Facial Rosa Mosqueta Lady Beauty 30ml;5.50;10.00;Unidade;Sim;Skincare;Sérum;Sim;1.000;6.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Sérum Facial Vitamina C Lady Beauty30ml;5.50;10.00;Unidade;Sim;Skincare;Sérum;Sim;1.000;3.000;Lady Beauty;33049910;2001400;0
7,89897E+12;Produto;Tônico Adstrigente Lady Beauty 130ml;5.31;10.00;Unidade;Sim;Maquiagem;Tônico;Sim;1.000;4.000;Lady Beauty;33049910;2001400;0
7,89556E+12;Produto;Acidificante Capilar Água de Melancia Ladylu;10.00;20.00;Unidade;Sim;Cabelo;Acidificante;Sim;1.000;1.000;Ladylu;33059000;2002000;0
2E+12;Produto;Blush Cristal Lebranche 6976374467784;6.00;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;14.000;Lebranche;33049100;2001300;2
6,97637E+12;Produto;Lip Gloss Picolé Lebranche;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;6.000;Lebranche;33041000;2000900;2
6,97637E+12;Produto;Lip Gloss Planeta Lebranche;5.20;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;4.000;Lebranche;33041000;2000900;2
6,97637E+12;Produto;Lip Plumper Silky Smooth Lebranche;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lebranche;33041000;2000900;2
6,97637E+12;Produto;Lip Gloss 2 em 1 Lebranche;7.50;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lebranche;33041000;2000900;2
2E+12;Produto;Lip Gloss Pirulito Hudamoji 6974482500454;5.00;5.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lebranche;33041000;2000900;2
2E+12;Produto;Lip Balm & Lip Gloss 2 em 1 Lebranche 6976374471552;6.70;13.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;17.000;Lebranche;33041000;2000900;2
6,97637E+12;Produto;Paleta de Sombra Hibicus Lebranche;5.92;10.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;3.000;Lebranche;33049100;2001300;2
2E+12;Produto;Paleta de Sombra Queen Lebranche 6976374473235;7.50;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;3.000;Lebranche;33049100;2001300;2
7,89716E+12;Produto;Tônico para Fortalecimento de Cabelos Legítimo 100ml;13.79;16.00;Unidade;Sim;Maquiagem;Tônico;Sim;1.000;0.000;Legítimo;33049910;2001400;0
6,9719E+12;Produto;Base Mate Alta Cobertura Lové Rain 30ml;6.68;20.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;31.000;Lové Rain;33049990;2001500;2
6,9802E+12;Produto;Base Líquida Matte Lové Rain 30ml;5.66;10.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;6.000;Lové Rain;33049990;2001500;2
2E+12;Produto;Base Líquida Matte Cover Makeup Lové Rain 6970553320167;7.00;15.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;25.000;Lové Rain;33049990;2001500;2
2E+12;Produto;Base Líquida Matte Lové Rain 30ml 6923450670804;6.50;12.00;Unidade;Sim;Maquiagem;Base Líquida;Sim;1.000;27.000;Lové Rain;33049990;2001500;2
2E+12;Produto;Batom Lip Gloss Lové Rain 6975916570364;5.30;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;24.000;Lové Rain;33041000;2000900;2
6,9719E+12;Produto;Blush Bastão Baby Got Blush Lové Rain;5.00;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;9.000;Lové Rain;33049100;2001300;2
6,9802E+12;Produto;Blush Gelatinoso Jelly Lóve Rain;6.50;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;16.000;Lové Rain;33049100;2001300;2
6,91547E+12;Produto;Blush Lové Rain;5.00;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;1.000;Lové Rain;33049100;2001300;2
6,97553E+12;Produto;Blush Sólido Lové Rain;6.50;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
6,9767E+12;Produto;Blush 3 em 1 Lové Rain;6.00;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
2E+12;Produto;Blush Líquido Lové Rain 6975532170726;5.00;12.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;27.000;Lové Rain;33049100;2001300;2
2E+12;Produto;Corretivo Concealer Lové Rain 6960565781551;6.50;12.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;3.000;Lové Rain;33042090;2001100;2
2E+12;Produto;Corretivo HD Lové Rain LR-1005 6932043010057;5.00;10.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;11.000;Lové Rain;33042090;2001100;2
2E+12;Produto;Corretivo Concealer Lové Rain 6980202180257;6.00;10.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;18.000;Lové Rain;33042090;2001100;2
6,97542E+12;Produto;Lip Gloss Matte Lové Rain 8ml;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;4.000;Lové Rain;33041000;2000900;2
6,97599E+12;Produto;Lip Gloss Popsicle Lové Rain;0.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lové Rain;33041000;2000900;2
6,93712E+12;Produto;Lip Gloss Fashion Colors Lové Rain;0.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;3.000;Lové Rain;33041000;2000900;2
6,9791E+12;Produto;Lip Gloss Batom Lové Rain;3.90;5.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lové Rain;33041000;2000900;2
7,89966E+12;Produto;Hidratante Labial Cor Nude Candy Balm Biscoito Recheado Super Poderes;5.90;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lové Rain;33041000;2000900;0
7,89966E+12;Produto;Hidratante Labial Cor Nude Candy Balm Creme de Avelã Super Poderes;5.90;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;0.000;Lové Rain;33041000;2000900;0
6,97553E+12;Produto;Lip Gloss Shiny 2in1 Lové Rain;5.85;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;9.000;Lové Rain;33041000;2000900;2
6,90307E+12;Produto;Gloss Labial Plant Extraction Lové Rain;6.29;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Lové Rain;33041000;2000900;2
6,97553E+12;Produto;Lip Gloss Candy Lové Rain;5.50;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lové Rain;33041000;2000900;2
6,97156E+12;Produto;Lip Oil Silky Lové Rain;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Lip Gloss Lové Rain 6979103007428;5.00;5.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;1.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Lip Gloss Batom Lové Rain 6975626367858;5.80;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;9.000;Lové Rain;33041000;2000900;2
6,93712E+12;Produto;Lip Gloss Waterproof Lové Rain;6.50;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Gloss Labial Glow Up Lové Rain 6903072450169;5.87;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Lip Gloss Batom Lové Rain 6971903007721;5.80;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;26.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Lip Gloss  Super Lové Rain 6970916307972;5.30;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;10.000;Lové Rain;33041000;2000900;2
6,91156E+12;Produto;Iluminador em Pó Lové Rain;6.00;15.00;Unidade;Sim;Maquiagem;Iluminador;Sim;1.000;2.000;Lové Rain;33049990;2001500;2
6,95652E+12;Produto;Lip Balm Lové Rain;5.85;13.00;Unidade;Sim;Maquiagem;Lip Balm;Sim;1.000;0.000;Lové Rain;33041000;2000900;2
6,97092E+12;Produto;Lip Tint Moist Lové Rain;3.80;10.00;Unidade;Sim;Maquiagem;Lip Tint;Sim;1.000;0.000;Lové Rain;33041000;2000900;2
6,90307E+12;Produto;Lip Tint Kiss Love Lové Rain;4.80;10.00;Unidade;Sim;Maquiagem;Lip Tint;Sim;1.000;0.000;Lové Rain;33041000;2000900;2
2E+12;Produto;Máscara Gimme Brow Lové Rain 6975266960303;5.50;10.00;Unidade;Sim;Cílios;Máscara;Sim;1.000;19.000;Lové Rain;33049910;2001400;2
6,91741E+12;Produto;Sombra Lové Rain LR9198;8.00;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33042010;2001000;2
6,91851E+12;Produto;Sombra Lové Rain LR9126;8.00;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33042010;2001000;2
6,97854E+12;Produto;Sombra Lové Rain LR9199;8.00;20.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33042010;2001000;2
6,9719E+12;Produto;Paleta de Sombra Lové Rain LR9133;8.00;16.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
6,9719E+12;Produto;Paleta de Sombra Glitter Lové Rain;8.00;20.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;4.000;Lové Rain;33049100;2001300;2
6,92427E+12;Produto;Paleta de Sombra Exquisite Lové Rain;8.50;16.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;2.000;Lové Rain;33049100;2001300;2
6,92427E+12;Produto;Paleta de Sombra Lové Rain LR9809;8.75;18.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
6,98545E+12;Produto;Paleta de Sombra Glitter Lové Rain;8.46;18.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
6,91881E+12;Produto;Paleta de Sombra Exquisite Lové Rain;8.00;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
6,9719E+12;Produto;Paleta de Sombra LR9154 Lové Rain;8.50;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;0.000;Lové Rain;33049100;2001300;2
2E+12;Produto;Paleta de Sombra Matte Eyeshadow 9 Color Lové Rain LR5402 6973202454022;7.83;15.00;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1.000;6.000;Lové Rain;33049100;2001300;2
2E+12;Produto;Pó Facial Lové Rain 6971903091300;7.00;20.00;Unidade;Sim;Maquiagem;Pó;Sim;1.000;3.000;Lové Rain;33049100;2001300;0
6,99155E+12;Produto;Base Cobertura Uniforme Pretty Natural Lua&Neve;7.80;10.00;Unidade;Sim;Maquiagem;Base Fluida;Sim;1.000;5.000;Lua&Neve;33049990;2001500;2
7,8985E+12;Produto;Batom da Vovó Miss France;2.00;5.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;5.000;Lua&Neve;33041000;2000900;2
6,93025E+12;Produto;Batom Mágico Lua&Neve 3g;5.46;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;5.000;Lua&Neve;33041000;2000900;2
6,93025E+12;Produto;Batom Acabamento Matte Lua&Neve;3.50;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;8.000;Lua&Neve;33041000;2000900;2
2E+12;Produto;Batom Matte 2 em 1 Lua & Neve 6923012080072;7.83;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;0.000;Lua&Neve;33041000;2000900;2
2E+12;Produto;Batom Líquido Lua & Neve 6930249907324;6.80;10.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;14.000;Lua&Neve;33041000;2000900;2
2E+12;Produto;Máscara para Lábios Lua & Neve 6930249949157;1.50;3.00;Unidade;Sim;Maquiagem;Batom;Sim;1.000;2.000;Lua&Neve;33041000;2000900;2
2E+12;Produto;Blush Pink Lua&Neve 6930249948853;7.00;10.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;12.000;Lua&Neve;33049100;2001300;2
6,93011E+12;Produto;Cola para Cílios Lua&Neve;0.00;10.00;Unidade;Sim;Cílios;Cola;Sim;1.000;0.000;Lua&Neve;35061090;2806300;2
2E+12;Produto;Contorno em Bastão Lua & Neve 6937007100102;5.00;10.00;Unidade;Sim;Maquiagem;Contorno;Sim;1.000;13.000;Lua&Neve;33049990;2001500;2
6,93025E+12;Produto;Corretivo 2em1 Lua&Neve 3,4g;5.59;10.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;2.000;Lua&Neve;33042090;2001100;2
6,93025E+12;Produto;Corretivo Longa Duração Lua&Neve 7ml;6.50;10.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;13.000;Lua&Neve;33042090;2001100;2
6,95087E+12;Produto;Corretivo Lua&Neve 3,5g;5.00;5.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;14.000;Lua&Neve;33042090;2001100;2
2E+12;Produto;Corretivo Olho e Facial Lua&Neve 6912345690485;5.59;10.00;Unidade;Sim;Maquiagem;Corretivo;Sim;1.000;6.000;Lua&Neve;33042090;2001100;2
2E+12;Produto;Delineador Líquido Lua&Neve 6930249950856;1.00;10.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;19.000;Lua&Neve;33042010;2001000;2
6,93025E+12;Produto;Caneta Delineadora À Prova D'Água Lua&Neve;3.50;10.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;4.000;Lua&Neve;33042010;2001000;2
6,93025E+12;Produto;Delineador Líquido para Sobrancelha Lua&Neve;5.99;10.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;1.000;Lua&Neve;33042010;2001000;2
2E+12;Produto;Caneta Delineadora 2 em 1 Lua&Neve 6930249943155;3.00;10.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;18.000;Lua&Neve;33042010;2001000;2
6,92295E+12;Produto;Delineador e Lápis de Olho Lua&Neve 6ml;2.99;5.00;Unidade;Sim;Maquiagem;Delineador;Sim;1.000;3.000;Lua&Neve;33042010;2001000;2
6,93025E+12;Produto;Lip Gloss Volumoso 2 em 1 Lua&Neve;0.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Lua&Neve;33041000;2000900;2
